#mean pdf cdf
#  x      p(x)     cdf(x) 
        0.56651         0.040292         0.0074622  
        0.56667         0.040505         0.0075103  
        0.56684         0.040719         0.0075587  
        0.56701         0.040934         0.0076073  
        0.56718          0.04115         0.0076562  
        0.56735         0.041368         0.0077054  
        0.56752         0.041586         0.0077548  
        0.56768         0.041806         0.0078044  
        0.56785         0.042026         0.0078544  
        0.56802         0.042248         0.0079046  
        0.56819         0.042471          0.007955  
        0.56836         0.042695         0.0080058  
        0.56853         0.042921         0.0080567  
        0.56869         0.043147          0.008108  
        0.56886         0.043375         0.0081595  
        0.56903         0.043604         0.0082114  
         0.5692         0.043834         0.0082634  
        0.56937         0.044065         0.0083158  
        0.56954         0.044297         0.0083684  
         0.5697          0.04453         0.0084213  
        0.56987         0.044765         0.0084745  
        0.57004         0.045001          0.008528  
        0.57021         0.045238         0.0085817  
        0.57038         0.045477         0.0086358  
        0.57055         0.045716         0.0086901  
        0.57071         0.045957         0.0087447  
        0.57088         0.046199         0.0087996  
        0.57105         0.046442         0.0088548  
        0.57122         0.046687         0.0089102  
        0.57139         0.046932          0.008966  
        0.57155         0.047179          0.009022  
        0.57172         0.047428         0.0090784  
        0.57189         0.047677          0.009135  
        0.57206         0.047928          0.009192  
        0.57223          0.04818         0.0092492  
         0.5724         0.048433         0.0093068  
        0.57256         0.048688         0.0093646  
        0.57273         0.048944         0.0094228  
         0.5729         0.049201         0.0094812  
        0.57307          0.04946           0.00954  
        0.57324         0.049719         0.0095991  
        0.57341          0.04998         0.0096585  
        0.57357         0.050243         0.0097182  
        0.57374         0.050507         0.0097782  
        0.57391         0.050772         0.0098385  
        0.57408         0.051038         0.0098991  
        0.57425         0.051306         0.0099601  
        0.57442         0.051575          0.010021  
        0.57458         0.051846          0.010083  
        0.57475         0.052118          0.010145  
        0.57492         0.052391          0.010207  
        0.57509         0.052666           0.01027  
        0.57526         0.052942          0.010333  
        0.57542         0.053219          0.010396  
        0.57559         0.053498          0.010459  
        0.57576         0.053778          0.010523  
