#t pdf cdf
#  x      p(x)     cdf(x) 
        0.83037       5.8377e-05        5.2651e-07  
        0.83237       6.1075e-05        5.5378e-07  
        0.83436       6.3889e-05        5.8237e-07  
        0.83636       6.6822e-05        6.1235e-07  
        0.83837        6.988e-05        6.4378e-07  
        0.84038       7.3066e-05        6.7672e-07  
         0.8424       7.6387e-05        7.1124e-07  
        0.84442       7.9847e-05        7.4742e-07  
        0.84644       8.3452e-05        7.8533e-07  
        0.84847       8.7206e-05        8.2504e-07  
        0.85051       9.1116e-05        8.6663e-07  
        0.85255       9.5188e-05        9.1018e-07  
        0.85459       9.9427e-05        9.5579e-07  
        0.85664       0.00010384        1.0035e-06  
         0.8587       0.00010843        1.0535e-06  
        0.86076       0.00011321        1.1059e-06  
        0.86282       0.00011819        1.1606e-06  
        0.86489       0.00012336        1.2179e-06  
        0.86696       0.00012875        1.2778e-06  
        0.86904       0.00013434        1.3405e-06  
        0.87113       0.00014017        1.4061e-06  
        0.87322       0.00014622        1.4747e-06  
        0.87531       0.00015252        1.5464e-06  
        0.87741       0.00015906        1.6214e-06  
        0.87952       0.00016586        1.6997e-06  
        0.88163       0.00017292        1.7816e-06  
        0.88374       0.00018027        1.8672e-06  
        0.88586       0.00018789        1.9567e-06  
        0.88798       0.00019582        2.0501e-06  
        0.89011       0.00020405        2.1477e-06  
        0.89225       0.00021259        2.2497e-06  
        0.89439       0.00022146        2.3561e-06  
        0.89653       0.00023068        2.4673e-06  
        0.89869       0.00024024        2.5833e-06  
        0.90084       0.00025016        2.7045e-06  
          0.903       0.00026046        2.8309e-06  
        0.90517       0.00027114        2.9629e-06  
        0.90734       0.00028222        3.1006e-06  
        0.90951       0.00029372        3.2442e-06  
         0.9117       0.00030564        3.3941e-06  
        0.91388       0.00031801        3.5504e-06  
        0.91607       0.00033083        3.7134e-06  
        0.91827       0.00034412        3.8833e-06  
        0.92047        0.0003579        4.0605e-06  
        0.92268       0.00037217        4.2453e-06  
         0.9249       0.00038697        4.4378e-06  
        0.92711        0.0004023        4.6385e-06  
        0.92934       0.00041818        4.8476e-06  
        0.93157       0.00043464        5.0654e-06  
         0.9338       0.00045167        5.2924e-06  
        0.93604       0.00046932        5.5288e-06  
        0.93829       0.00048759         5.775e-06  
        0.94054        0.0005065        6.0314e-06  
        0.94279       0.00052608        6.2984e-06  
        0.94505       0.00054635        6.5763e-06  
        0.94732       0.00056732        6.8657e-06  
        0.94959       0.00058902        7.1668e-06  
        0.95187       0.00061147        7.4801e-06  
        0.95415       0.00063469        7.8062e-06  
        0.95644       0.00065871        8.1455e-06  
        0.95874       0.00068355        8.4984e-06  
        0.96103       0.00070924        8.8654e-06  
        0.96334        0.0007358        9.2472e-06  
        0.96565       0.00076325        9.6441e-06  
        0.96797       0.00079163        1.0057e-05  
        0.97029       0.00082096        1.0486e-05  
        0.97262       0.00085126        1.0932e-05  
        0.97495       0.00088258        1.1396e-05  
        0.97729       0.00091492        1.1877e-05  
        0.97963       0.00094834        1.2378e-05  
        0.98198       0.00098285        1.2898e-05  
        0.98434        0.0010185        1.3438e-05  
         0.9867        0.0010553        1.3999e-05  
        0.98906        0.0010933        1.4582e-05  
        0.99144        0.0011325        1.5187e-05  
        0.99381         0.001173        1.5815e-05  
         0.9962        0.0012148        1.6468e-05  
        0.99859        0.0012579        1.7145e-05  
          1.001        0.0013023        1.7848e-05  
         1.0034        0.0013482        1.8577e-05  
         1.0058        0.0013955        1.9334e-05  
         1.0082        0.0014444        2.0119e-05  
         1.0106        0.0014947        2.0933e-05  
          1.013        0.0015466        2.1778e-05  
         1.0155        0.0016001        2.2655e-05  
         1.0179        0.0016553        2.3563e-05  
         1.0204        0.0017121        2.4506e-05  
         1.0228        0.0017707        2.5482e-05  
         1.0253        0.0018311        2.6495e-05  
         1.0277        0.0018933        2.7545e-05  
         1.0302        0.0019574        2.8633e-05  
         1.0326        0.0020234         2.976e-05  
         1.0351        0.0020914        3.0928e-05  
         1.0376        0.0021614        3.2138e-05  
         1.0401        0.0022335        3.3391e-05  
         1.0426        0.0023077         3.469e-05  
         1.0451        0.0023841        3.6034e-05  
         1.0476        0.0024628        3.7427e-05  
         1.0501        0.0025437        3.8869e-05  
         1.0526         0.002627        4.0361e-05  
         1.0552        0.0027127        4.1906e-05  
         1.0577        0.0028009        4.3505e-05  
         1.0602        0.0028916        4.5161e-05  
         1.0628        0.0029848        4.6873e-05  
         1.0653        0.0030808        4.8645e-05  
         1.0679        0.0031794        5.0478e-05  
         1.0704        0.0032809        5.2375e-05  
          1.073        0.0033852        5.4336e-05  
         1.0756        0.0034924        5.6365e-05  
         1.0781        0.0036025        5.8463e-05  
         1.0807        0.0037158        6.0631e-05  
         1.0833        0.0038321        6.2874e-05  
         1.0859        0.0039517        6.5192e-05  
         1.0885        0.0040745        6.7588e-05  
         1.0911        0.0042006        7.0064e-05  
         1.0938        0.0043302        7.2622e-05  
         1.0964        0.0044632        7.5266e-05  
          1.099        0.0045999        7.7998e-05  
         1.1016        0.0047401        8.0819e-05  
         1.1043        0.0048841        8.3734e-05  
         1.1069         0.005032        8.6744e-05  
         1.1096        0.0051837        8.9852e-05  
         1.1123        0.0053394        9.3062e-05  
         1.1149        0.0054991        9.6376e-05  
         1.1176        0.0056631        9.9797e-05  
         1.1203        0.0058312        0.00010333  
          1.123        0.0060037        0.00010697  
         1.1257        0.0061806        0.00011073  
         1.1284        0.0063621        0.00011462  
         1.1311        0.0065481        0.00011862  
         1.1338        0.0067388        0.00012275  
         1.1365        0.0069344        0.00012701  
         1.1392        0.0071348        0.00013141  
          1.142        0.0073403        0.00013594  
         1.1447        0.0075508        0.00014061  
         1.1474        0.0077666        0.00014543  
         1.1502        0.0079876         0.0001504  
         1.1529        0.0082141        0.00015553  
         1.1557        0.0084461        0.00016081  
         1.1585        0.0086837        0.00016625  
         1.1613         0.008927        0.00017186  
          1.164        0.0091762        0.00017764  
         1.1668        0.0094314        0.00018359  
         1.1696        0.0096926        0.00018972  
         1.1724          0.00996        0.00019604  
         1.1753         0.010234        0.00020255  
         1.1781         0.010514        0.00020925  
         1.1809           0.0108        0.00021616  
         1.1837         0.011094        0.00022326  
         1.1866         0.011394        0.00023058  
         1.1894         0.011701        0.00023811  
         1.1923         0.012015        0.00024587  
         1.1951         0.012336        0.00025385  
          1.198         0.012664        0.00026206  
         1.2009            0.013        0.00027051  
         1.2038         0.013344        0.00027921  
         1.2066         0.013695        0.00028816  
         1.2095         0.014053        0.00029736  
         1.2124          0.01442        0.00030683  
         1.2153         0.014795        0.00031656  
         1.2183         0.015178        0.00032658  
         1.2212         0.015569        0.00033687  
         1.2241         0.015969        0.00034746  
          1.227         0.016378        0.00035835  
           1.23         0.016795        0.00036954  
         1.2329         0.017221        0.00038104  
         1.2359         0.017656        0.00039286  
         1.2389         0.018101          0.000405  
         1.2418         0.018554        0.00041749  
         1.2448         0.019017        0.00043031  
         1.2478          0.01949        0.00044349  
         1.2508         0.019973        0.00045703  
         1.2538         0.020465        0.00047093  
         1.2568         0.020968        0.00048521  
         1.2598         0.021481        0.00049987  
         1.2628         0.022004        0.00051493  
         1.2659         0.022538         0.0005304  
         1.2689         0.023082        0.00054627  
         1.2719         0.023638        0.00056257  
          1.275         0.024204        0.00057929  
          1.278         0.024781        0.00059646  
         1.2811          0.02537        0.00061408  
         1.2842         0.025971        0.00063216  
         1.2873         0.026582        0.00065071  
         1.2904         0.027206        0.00066975  
         1.2934         0.027842        0.00068927  
         1.2966          0.02849         0.0007093  
         1.2997          0.02915        0.00072985  
         1.3028         0.029823        0.00075091  
         1.3059         0.030508        0.00077252  
          1.309         0.031206        0.00079467  
         1.3122         0.031917        0.00081739  
         1.3153         0.032641        0.00084067  
         1.3185         0.033379        0.00086455  
         1.3216          0.03413        0.00088901  
         1.3248         0.034894        0.00091409  
          1.328         0.035673        0.00093979  
         1.3312         0.036465        0.00096612  
         1.3344         0.037272         0.0009931  
         1.3376         0.038093         0.0010207  
         1.3408         0.038928         0.0010491  
          1.344         0.039778         0.0010781  
         1.3472         0.040643         0.0011078  
         1.3504         0.041523         0.0011382  
         1.3537         0.042418         0.0011694  
         1.3569         0.043328         0.0012013  
         1.3602         0.044254          0.001234  
         1.3634         0.045195         0.0012674  
         1.3667         0.046153         0.0013016  
           1.37         0.047126         0.0013367  
         1.3733         0.048116         0.0013725  
         1.3766         0.049122         0.0014093  
         1.3799         0.050144         0.0014468  
         1.3832         0.051183         0.0014852  
         1.3865         0.052239         0.0015246  
         1.3898         0.053312         0.0015648  
         1.3932         0.054403          0.001606  
         1.3965         0.055511          0.001648  
         1.3999         0.056636         0.0016911  
         1.4032         0.057779         0.0017351  
         1.4066          0.05894         0.0017801  
           1.41         0.060119         0.0018262  
         1.4133         0.061316         0.0018732  
         1.4167         0.062531         0.0019214  
         1.4201         0.063765         0.0019705  
         1.4235         0.065018         0.0020208  
         1.4269          0.06629         0.0020722  
         1.4304         0.067581         0.0021247  
         1.4338          0.06889         0.0021784  
         1.4372          0.07022         0.0022332  
         1.4407         0.071568         0.0022892  
         1.4441         0.072937         0.0023464  
         1.4476         0.074325         0.0024049  
         1.4511         0.075733         0.0024646  
         1.4546         0.077161         0.0025256  
          1.458          0.07861         0.0025879  
         1.4615         0.080079         0.0026515  
          1.465         0.081568         0.0027164  
         1.4686         0.083079         0.0027827  
         1.4721          0.08461         0.0028504  
         1.4756         0.086162         0.0029195  
         1.4792         0.087735         0.0029901  
         1.4827         0.089329         0.0030621  
         1.4863         0.090945         0.0031355  
         1.4898         0.092583         0.0032105  
         1.4934         0.094242          0.003287  
          1.497         0.095923         0.0033651  
         1.5006         0.097626         0.0034448  
         1.5042         0.099351          0.003526  
         1.5078           0.1011         0.0036089  
         1.5114          0.10287         0.0036934  
          1.515          0.10466         0.0037796  
         1.5186          0.10647         0.0038676  
         1.5223          0.10831         0.0039572  
         1.5259          0.11017         0.0040487  
         1.5296          0.11205         0.0041419  
         1.5333          0.11396         0.0042369  
         1.5369          0.11589         0.0043338  
         1.5406          0.11784         0.0044325  
         1.5443          0.11981         0.0045332  
          1.548          0.12181         0.0046357  
         1.5517          0.12384         0.0047403  
         1.5555          0.12588         0.0048468  
         1.5592          0.12795         0.0049553  
         1.5629          0.13004         0.0050659  
         1.5667          0.13216         0.0051786  
         1.5704           0.1343         0.0052933  
         1.5742          0.13647         0.0054102  
