391,3.122
539,3.15
263,3.165
105,3.167
101,3.179
259,3.228
119,3.262
13,3.282
358,3.315
137,3.355
517,3.359
511,3.381
524,3.471
146,3.483
147,3.565
479,3.568
21,3.669
234,3.708
647,3.719
8,3.738
501,3.796
124,3.827
353,3.845
144,3.862
200,3.947
85,3.979
278,4.028
589,4.035
249,4.082
405,4.098
590,4.252
199,4.281
160,4.3
187,4.377
232,4.413
68,4.607
97,4.73
267,4.74
285,4.756
22,4.793
244,4.823
491,5.04
453,5.155
28,5.366
505,5.482
40,5.512
151,5.52
440,5.776
859,5.822
163,6.04
549,6.052
189,6.073
208,6.12
449,6.381
159,6.501
143,6.58
100,6.665
157,6.932
171,7.887
36,7.915
9,7.97
236,8.245
251,8.364
